,name,search_name,country,feature_class,lat,long,latitude,longitude
368,Belgrano,Buenos Aires,Argentina,section of populated place,S 34° 33′ 45'',W 58° 27′ 29'',-34.5625,-58.4580555555556
369,Villa Lugano,Buenos Aires,Argentina,section of populated place,S 34° 40′ 44'',W 58° 28′ 21'',-34.6788888888889,-58.4725
370,Balvanera,Buenos Aires,Argentina,section of populated place,S 34° 36′ 37'',W 58° 23′ 51'',-34.6102777777778,-58.3975
371,Ministro Pistarini International Airport,Buenos Aires,Argentina,airport,S 34° 49′ 20'',W 58° 32′ 9'',-34.8222222222222,-58.5358333333333
372,Bella Vista,Buenos Aires,Argentina,populated place,S 34° 33′ 54'',W 58° 41′ 25'',-34.565,-58.6902777777778
373,Lomas de Zamora,Buenos Aires,Argentina,seat of a second-order administrative division,S 34° 45′ 26'',W 58° 24′ 10'',-34.7572222222222,-58.4027777777778
374,Don Torcuato,Buenos Aires,Argentina,populated place,S 34° 29′ 40'',W 58° 37′ 38'',-34.4944444444445,-58.6272222222222
375,San Antonio de Padua,Buenos Aires,Argentina,populated place,S 34° 39′ 45'',W 58° 41′ 53'',-34.6625,-58.6980555555556
376,Campana,Buenos Aires,Argentina,seat of a second-order administrative division,S 34° 9′ 47'',W 58° 57′ 33'',-34.1630555555556,-58.9591666666667
377,Azul,Buenos Aires,Argentina,seat of a second-order administrative division,S 36° 46′ 40'',W 59° 51′ 30'',-36.7777777777778,-59.8583333333333
378,Mercedes,Buenos Aires,Argentina,seat of a second-order administrative division,S 34° 39′ 2'',W 59° 25′ 53'',-34.6505555555556,-59.4313888888889
379,Necochea,Buenos Aires,Argentina,seat of a second-order administrative division,S 38° 33′ 16'',W 58° 44′ 22'',-38.5544444444444,-58.7394444444444
380,Pergamino,Buenos Aires,Argentina,seat of a second-order administrative division,S 33° 53′ 27'',W 60° 34′ 28'',-33.8908333333333,-60.5744444444444
381,San Justo,Buenos Aires,Argentina,seat of a second-order administrative division,S 34° 40′ 51'',W 58° 33′ 49'',-34.6808333333333,-58.5636111111111
382,Barracas,Buenos Aires,Argentina,section of populated place,S 34° 38′ 58'',W 58° 23′ 0'',-34.6494444444444,-58.3833333333333
383,El Palomar Airport,Buenos Aires,Argentina,airport,S 34° 36′ 35'',W 58° 36′ 45'',-34.6097222222222,-58.6125
384,Berazategui,Buenos Aires,Argentina,populated place,S 34° 45′ 55'',W 58° 12′ 46'',-34.7652777777778,-58.2127777777778
385,Los Polvorines,Buenos Aires,Argentina,populated place,S 34° 30′ 11'',W 58° 42′ 21'',-34.5030555555556,-58.7058333333333
386,El Palomar,Buenos Aires,Argentina,populated place,S 34° 37′ 3'',W 58° 36′ 5'',-34.6175,-58.6013888888889
387,Astor Piazzolla International Airport,Buenos Aires,Argentina,airport,S 37° 56′ 3'',W 57° 34′ 24'',-37.9341666666667,-57.5733333333333
388,Pilar,Buenos Aires,Argentina,seat of a second-order administrative division,S 34° 27′ 31'',W 58° 54′ 50'',-34.4586111111111,-58.9138888888889
389,Tres Arroyos Airport,Buenos Aires,Argentina,airport,S 38° 23′ 19'',W 60° 19′ 45'',-38.3886111111111,-60.3291666666667
390,Olavarria Airport,Buenos Aires,Argentina,airport,S 36° 53′ 24'',W 60° 12′ 59'',-36.89,-60.2163888888889
391,Junín Airport,Buenos Aires,Argentina,airport,S 34° 32′ 45'',W 60° 55′ 50'',-34.5458333333333,-60.9305555555556
392,La Plata Airport,Buenos Aires,Argentina,airport,S 34° 58′ 0'',W 57° 53′ 31'',-34.9666666666667,-57.8919444444444
393,Comandante Espora Airport,Buenos Aires,Argentina,airport,S 38° 43′ 43'',W 62° 9′ 10'',-38.7286111111111,-62.1527777777778
394,Comodoro P. Zanni Airport,Buenos Aires,Argentina,airport,S 35° 50′ 40'',W 61° 51′ 27'',-35.8444444444445,-61.8575
395,Tandil Aerodrome,Buenos Aires,Argentina,airport,S 37° 14′ 14'',W 59° 13′ 40'',-37.2372222222222,-59.2277777777778
396,Villa Gesell Airport,Buenos Aires,Argentina,airport,S 37° 14′ 7'',W 57° 1′ 45'',-37.2352777777778,-57.0291666666667
397,Brigadier Hector Eduardo Ruiz Airport,Buenos Aires,Argentina,airport,S 37° 26′ 58'',W 61° 53′ 18'',-37.4494444444444,-61.8883333333333
398,Muñiz,Buenos Aires,Argentina,populated place,S 34° 33′ 22'',W 58° 42′ 26'',-34.5561111111111,-58.7072222222222
399,Haedo,Buenos Aires,Argentina,populated place,S 34° 38′ 32'',W 58° 35′ 31'',-34.6422222222222,-58.5919444444444
400,Coronel Oviedo,Caaguazú,Paraguay,seat of a first-order administrative division,S 25° 26′ 46'',W 56° 26′ 21'',-25.4461111111111,-56.4391666666667
401,Caaguazú Department,Caaguazú,Paraguay,first-order administrative division,S 25° 12′ 0'',W 55° 50′ 0'',-25.2,-55.8333333333333
402,Caaguazú,Caaguazú,Paraguay,populated place,S 25° 28′ 15'',W 56° 0′ 57'',-25.4708333333333,-56.0158333333333
403,Caaguazu,Caaguazú,Paraguay,second-order administrative division,S 25° 25′ 9'',W 56° 3′ 6'',-25.4191666666667,-56.0516666666667
404,Simon Bolivar,Caaguazú,Paraguay,second-order administrative division,S 25° 1′ 59'',W 56° 20′ 58'',-25.0330555555556,-56.3494444444444
405,Cecilio Baez,Caaguazú,Paraguay,second-order administrative division,S 25° 5′ 20'',W 56° 13′ 51'',-25.0888888888889,-56.2308333333333
406,Repatriacion,Caaguazú,Paraguay,second-order administrative division,S 25° 35′ 2'',W 55° 48′ 11'',-25.5838888888889,-55.8030555555556
407,Coronel Oviedo,Caaguazú,Paraguay,second-order administrative division,S 25° 29′ 11'',W 56° 25′ 16'',-25.4863888888889,-56.4211111111111
408,Nueva Toledo,Caaguazú,Paraguay,second-order administrative division,S 24° 58′ 27'',W 55° 29′ 25'',-24.9741666666667,-55.4902777777778
409,San Joaquin,Caaguazú,Paraguay,second-order administrative division,S 25° 2′ 41'',W 56° 3′ 0'',-25.0447222222222,-56.05
410,Nueva Londres,Caaguazú,Paraguay,second-order administrative division,S 25° 25′ 12'',W 56° 33′ 57'',-25.42,-56.5658333333333
411,Tembiapora,Caaguazú,Paraguay,second-order administrative division,S 25° 15′ 31'',W 55° 23′ 25'',-25.2586111111111,-55.3902777777778
412,Carayao,Caaguazú,Paraguay,second-order administrative division,S 25° 11′ 14'',W 56° 19′ 44'',-25.1872222222222,-56.3288888888889
413,Yhu,Caaguazú,Paraguay,second-order administrative division,S 25° 3′ 34'',W 55° 54′ 31'',-25.0594444444444,-55.9086111111111
414,Santa Rosa Del Mbutuy,Caaguazú,Paraguay,second-order administrative division,S 24° 55′ 57'',W 56° 15′ 12'',-24.9325,-56.2533333333333
415,Jose Domingo Ocampos,Caaguazú,Paraguay,second-order administrative division,S 25° 26′ 25'',W 55° 26′ 15'',-25.4402777777778,-55.4375
416,Mcal. Francisco Solano Lopez,Caaguazú,Paraguay,second-order administrative division,S 25° 10′ 46'',W 55° 10′ 48'',-25.1794444444444,-55.18
417,J Eulogio Estigarribia,Caaguazú,Paraguay,second-order administrative division,S 25° 24′ 10'',W 55° 35′ 38'',-25.4027777777778,-55.5938888888889
418,3 De Febrero,Caaguazú,Paraguay,second-order administrative division,S 25° 12′ 45'',W 55° 48′ 29'',-25.2125,-55.8080555555556
419,Dr. Juan Manuel Frutos,Caaguazú,Paraguay,second-order administrative division,S 25° 21′ 43'',W 55° 49′ 17'',-25.3619444444444,-55.8213888888889
420,Raul Arsenio Oviedo,Caaguazú,Paraguay,second-order administrative division,S 25° 9′ 13'',W 55° 34′ 31'',-25.1536111111111,-55.5752777777778
421,La Pastora,Caaguazú,Paraguay,second-order administrative division,S 25° 15′ 2'',W 56° 33′ 0'',-25.2505555555556,-56.55
422,Vaqueria,Caaguazú,Paraguay,second-order administrative division,S 24° 58′ 29'',W 55° 45′ 46'',-24.9747222222222,-55.7627777777778
423,R.I. 3 Corrales,Caaguazú,Paraguay,second-order administrative division,S 25° 21′ 13'',W 56° 13′ 11'',-25.3536111111111,-56.2197222222222
424,San Jose De Los Arroyos,Caaguazú,Paraguay,second-order administrative division,S 25° 32′ 21'',W 56° 41′ 55'',-25.5391666666667,-56.6986111111111
425,Carayaó,Caaguazú,Paraguay,populated place,S 25° 11′ 51'',W 56° 23′ 55'',-25.1975,-56.3986111111111
426,Repatriación,Caaguazú,Paraguay,populated place,S 25° 32′ 6'',W 55° 59′ 32'',-25.535,-55.9922222222222
427,Mbutuý,Caaguazú,Paraguay,populated place,S 24° 58′ 30'',W 56° 18′ 33'',-24.975,-56.3091666666667
428,Doctor Cecilio Báez,Caaguazú,Paraguay,populated place,S 25° 4′ 9'',W 56° 14′ 33'',-25.0691666666667,-56.2425
429,Doctor Juan Manuel Frutos,Caaguazú,Paraguay,populated place,S 25° 23′ 1'',W 55° 49′ 55'',-25.3836111111111,-55.8319444444444
430,Colonia Regimiento de Infantería Tres Corrales,Caaguazú,Paraguay,area,S 25° 23′ 16'',W 56° 14′ 34'',-25.3877777777778,-56.2427777777778
431,Yhú,Caaguazú,Paraguay,seat of a second-order administrative division,S 25° 3′ 28'',W 55° 55′ 21'',-25.0577777777778,-55.9225
432,R. I. Tres Corrales,Caaguazú,Paraguay,populated place,S 25° 2′ 0'',W 56° 8′ 0'',-25.0333333333333,-56.1333333333333
433,Raul Oviedo,Caaguazú,Paraguay,populated place,S 25° 8′ 0'',W 55° 26′ 0'',-25.1333333333333,-55.4333333333333
434,Ñu-Poi,Caaguazú,Paraguay,locality,S 25° 13′ 36'',W 55° 3′ 34'',-25.2266666666667,-55.0594444444444
435,Nueva Londres,Caaguazú,Paraguay,populated place,S 25° 24′ 14'',W 56° 32′ 57'',-25.4038888888889,-56.5491666666667
436,Doctor Juan Eulogio Estigarribia,Caaguazú,Paraguay,populated place,S 25° 22′ 18'',W 55° 42′ 16'',-25.3716666666667,-55.7044444444445
437,Vaquería,Caaguazú,Paraguay,populated place,S 24° 59′ 56'',W 55° 49′ 19'',-24.9988888888889,-55.8219444444445
438,Montañas de Tayaó Paú,Caaguazú,Paraguay,hills,S 25° 8′ 55'',W 56° 4′ 34'',-25.1486111111111,-56.0761111111111
439,Guajaki,Caaguazú,Paraguay,third-order administrative division,S 25° 27′ 38'',W 56° 10′ 44'',-25.4605555555556,-56.1788888888889
440,Centenario,Caaguazú,Paraguay,third-order administrative division,S 25° 27′ 58'',W 56° 0′ 13'',-25.4661111111111,-56.0036111111111
441,Takuru,Caaguazú,Paraguay,third-order administrative division,S 25° 24′ 46'',W 55° 59′ 43'',-25.4127777777778,-55.9952777777778
442,Centro,Caaguazú,Paraguay,third-order administrative division,S 25° 28′ 0'',W 56° 0′ 57'',-25.4666666666667,-56.0158333333333
443,Empalado,Caaguazú,Paraguay,third-order administrative division,S 25° 28′ 24'',W 56° 1′ 51'',-25.4733333333333,-56.0308333333333
444,Oveña,Caaguazú,Paraguay,third-order administrative division,S 25° 34′ 0'',W 56° 6′ 29'',-25.5666666666667,-56.1080555555556
445,Cañada,Caaguazú,Paraguay,third-order administrative division,S 25° 30′ 45'',W 56° 0′ 13'',-25.5125,-56.0036111111111
446,Florida,Caaguazú,Paraguay,third-order administrative division,S 25° 29′ 27'',W 56° 0′ 35'',-25.4908333333333,-56.0097222222222
447,Mbururu,Caaguazú,Paraguay,third-order administrative division,S 25° 13′ 32'',W 56° 3′ 20'',-25.2255555555556,-56.0555555555556
448,Guyraungua,Caaguazú,Paraguay,third-order administrative division,S 25° 26′ 28'',W 55° 53′ 57'',-25.4411111111111,-55.8991666666667
449,Ypyta,Caaguazú,Paraguay,third-order administrative division,S 25° 15′ 55'',W 56° 5′ 35'',-25.2652777777778,-56.0930555555556
450,Canindeyú,Canindeyú,Paraguay,first-order administrative division,S 24° 15′ 0'',W 55° 15′ 0'',-24.25,-55.25
451,Salto del Guairá,Canindeyú,Paraguay,seat of a first-order administrative division,S 24° 3′ 47'',W 54° 18′ 27'',-24.0630555555556,-54.3075
452,Saltos Del Guaira,Canindeyú,Paraguay,second-order administrative division,S 24° 11′ 10'',W 54° 27′ 59'',-24.1861111111111,-54.4663888888889
453,Francisco Caballero Alvarez,Canindeyú,Paraguay,second-order administrative division,S 24° 9′ 23'',W 54° 42′ 41'',-24.1563888888889,-54.7113888888889
454,Nueva Esperanza,Canindeyú,Paraguay,second-order administrative division,S 24° 34′ 54'',W 54° 39′ 14'',-24.5816666666667,-54.6538888888889
455,Curuguaty,Canindeyú,Paraguay,second-order administrative division,S 24° 20′ 10'',W 55° 46′ 28'',-24.3361111111111,-55.7744444444444
456,Itanara,Canindeyú,Paraguay,second-order administrative division,S 23° 45′ 32'',W 55° 39′ 27'',-23.7588888888889,-55.6575
457,Ype Jhu,Canindeyú,Paraguay,second-order administrative division,S 23° 55′ 41'',W 55° 46′ 3'',-23.9280555555556,-55.7675
458,Katuete,Canindeyú,Paraguay,second-order administrative division,S 24° 20′ 34'',W 54° 47′ 32'',-24.3427777777778,-54.7922222222222
459,La Paloma,Canindeyú,Paraguay,second-order administrative division,S 24° 11′ 37'',W 54° 33′ 43'',-24.1936111111111,-54.5619444444444
460,Yasy Kañy,Canindeyú,Paraguay,second-order administrative division,S 24° 33′ 45'',W 55° 52′ 11'',-24.5625,-55.8697222222222
461,Corpus Christi,Canindeyú,Paraguay,second-order administrative division,S 24° 6′ 37'',W 55° 0′ 35'',-24.1102777777778,-55.0097222222222
462,Ybyrarobana,Canindeyú,Paraguay,second-order administrative division,S 24° 21′ 3'',W 55° 6′ 58'',-24.3508333333333,-55.1161111111111
463,San Isidro de Curuguaty,Canindeyú,Paraguay,populated place,S 24° 28′ 18'',W 55° 41′ 32'',-24.4716666666667,-55.6922222222222
464,Villa Ygatimí,Canindeyú,Paraguay,second-order administrative division,S 24° 8′ 0'',W 55° 28′ 54'',-24.1333333333333,-55.4816666666667
465,Villa Ygatimí,Canindeyú,Paraguay,populated place,S 24° 7′ 25'',W 55° 38′ 39'',-24.1236111111111,-55.6441666666667
466,La Paloma del Espíritu Santo,Canindeyú,Paraguay,populated place,S 24° 7′ 46'',W 54° 36′ 49'',-24.1294444444444,-54.6136111111111
467,Mbaracayú,Canindeyú,Paraguay,populated place,S 24° 11′ 59'',W 54° 36′ 12'',-24.1997222222222,-54.6033333333333
468,Itanará,Canindeyú,Paraguay,populated place,S 23° 45′ 5'',W 55° 27′ 49'',-23.7513888888889,-55.4636111111111
469,Francisco Caballero Álvarez,Canindeyú,Paraguay,populated place,S 24° 9′ 11'',W 54° 40′ 2'',-24.1530555555556,-54.6672222222222
470,Katueté,Canindeyú,Paraguay,populated place,S 24° 14′ 53'',W 54° 45′ 34'',-24.2480555555556,-54.7594444444445
471,Compañía Aguara Charte,Canindeyú,Paraguay,locality,S 23° 49′ 44'',W 55° 28′ 36'',-23.8288888888889,-55.4766666666667
472,Katueté,Canindeyú,Paraguay,populated place,S 24° 14′ 50'',W 54° 45′ 48'',-24.2472222222222,-54.7633333333333
473,Itanara,Canindeyú,Paraguay,populated place,S 23° 45′ 32'',W 55° 28′ 22'',-23.7588888888889,-55.4727777777778
474,Colonia Canindeyu,Canindeyú,Paraguay,third-order administrative division,S 24° 2′ 31'',W 54° 19′ 20'',-24.0419444444444,-54.3222222222222
475,Ypejhú,Canindeyú,Paraguay,populated place,S 23° 53′ 12'',W 55° 26′ 30'',-23.8866666666667,-55.4416666666667
476,Tayí Caré,Canindeyú,Paraguay,locality,S 24° 31′ 37'',W 54° 25′ 35'',-24.5269444444444,-54.4263888888889
477,Puente Kyjhá,Canindeyú,Paraguay,area,S 24° 5′ 0'',W 54° 48′ 0'',-24.0833333333333,-54.8
478,Serranía de Mbaracayú,Canindeyú,Paraguay,mountains,S 24° 15′ 0'',W 55° 5′ 0'',-24.25,-55.0833333333333
479,Carapá,Canindeyú,Paraguay,locality,S 24° 1′ 18'',W 55° 19′ 56'',-24.0216666666667,-55.3322222222222
480,Capiitindy,Canindeyú,Paraguay,populated place,S 24° 22′ 0'',W 54° 49′ 0'',-24.3666666666667,-54.8166666666667
481,Seis de Enero,Canindeyú,Paraguay,locality,S 24° 3′ 55'',W 54° 40′ 6'',-24.0652777777778,-54.6683333333333
482,Laguna Pyta,Canindeyú,Paraguay,lake,S 24° 32′ 4'',W 55° 43′ 35'',-24.5344444444444,-55.7263888888889
483,Pasito,Canindeyú,Paraguay,locality,S 24° 24′ 37'',W 56° 2′ 47'',-24.4102777777778,-56.0463888888889
484,Venancio-Cué,Canindeyú,Paraguay,locality,S 24° 24′ 57'',W 56° 0′ 50'',-24.4158333333333,-56.0138888888889
485,Capiitindy,Canindeyú,Paraguay,locality,S 24° 27′ 32'',W 56° 0′ 13'',-24.4588888888889,-56.0036111111111
486,Laguna Yacaré,Canindeyú,Paraguay,lake,S 24° 13′ 33'',W 55° 38′ 17'',-24.2258333333333,-55.6380555555556
487,Rotela,Canindeyú,Paraguay,locality,S 24° 5′ 54'',W 55° 44′ 18'',-24.0983333333333,-55.7383333333333
488,Laguna Guazú,Canindeyú,Paraguay,lake,S 24° 13′ 33'',W 55° 39′ 49'',-24.2258333333333,-55.6636111111111
489,Paraje Luisa,Canindeyú,Paraguay,locality,S 24° 18′ 18'',W 55° 40′ 59'',-24.305,-55.6830555555556
490,Juana Ñú,Canindeyú,Paraguay,locality,S 24° 17′ 30'',W 55° 34′ 20'',-24.2916666666667,-55.5722222222222
491,Mburicá Acangué,Canindeyú,Paraguay,locality,S 24° 15′ 57'',W 55° 33′ 56'',-24.2658333333333,-55.5655555555556
492,Yuquerí,Canindeyú,Paraguay,locality,S 24° 23′ 17'',W 55° 52′ 46'',-24.3880555555556,-55.8794444444444
493,Planchada Ybyrá-Pytá,Canindeyú,Paraguay,locality,S 24° 29′ 32'',W 55° 59′ 34'',-24.4922222222222,-55.9927777777778
494,Lomada,Canindeyú,Paraguay,locality,S 24° 2′ 51'',W 55° 25′ 17'',-24.0475,-55.4213888888889
495,Yovai,Canindeyú,Paraguay,locality,S 24° 4′ 38'',W 55° 23′ 24'',-24.0772222222222,-55.39
496,Trifón Cue,Canindeyú,Paraguay,locality,S 24° 10′ 5'',W 55° 19′ 20'',-24.1680555555556,-55.3222222222222
497,Mbocá Yaty,Canindeyú,Paraguay,locality,S 24° 12′ 11'',W 55° 20′ 59'',-24.2030555555556,-55.3497222222222
498,Planchada Curuzú Jhový,Canindeyú,Paraguay,locality,S 24° 10′ 50'',W 55° 26′ 53'',-24.1805555555556,-55.4480555555556
499,Lagunita,Canindeyú,Paraguay,locality,S 24° 8′ 22'',W 55° 25′ 45'',-24.1394444444444,-55.4291666666667
500,Cherkasy,Cherkasy,Ukraine,seat of a first-order administrative division,N 49° 26′ 40'',E 32° 3′ 26'',49.4444444444444,32.0572222222222
501,Cherkasy,Cherkasy,Ukraine,first-order administrative division,N 49° 26′ 42'',E 32° 3′ 38'',49.445,32.0605555555556
502,Uman,Cherkasy,Ukraine,seat of a second-order administrative division,N 48° 45′ 0'',E 30° 13′ 10'',48.75,30.2194444444444
503,Cherkasy International Airport,Cherkasy,Ukraine,airport,N 49° 24′ 22'',E 32° 0′ 15'',49.4061111111111,32.0041666666667
504,Kaniv,Cherkasy,Ukraine,seat of a second-order administrative division,N 49° 45′ 6'',E 31° 28′ 12'',49.7516666666667,31.47
505,Smila,Cherkasy,Ukraine,seat of a second-order administrative division,N 49° 13′ 58'',E 31° 53′ 3'',49.2327777777778,31.8841666666667
506,Cherkasy Raion,Cherkasy,Ukraine,second-order administrative division,N 49° 25′ 3'',E 32° 4′ 10'',49.4175,32.0694444444445
507,Zvenihorodka,Cherkasy,Ukraine,seat of a second-order administrative division,N 49° 4′ 39'',E 30° 57′ 38'',49.0775,30.9605555555556
508,Zolotonosha,Cherkasy,Ukraine,seat of a second-order administrative division,N 49° 40′ 9'',E 32° 2′ 10'',49.6691666666667,32.0361111111111
509,Korsun-Shevchenkivskyy,Cherkasy,Ukraine,seat of a second-order administrative division,N 49° 25′ 5'',E 31° 15′ 6'',49.4180555555556,31.2516666666667
510,Kaniv Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 45′ 5'',E 31° 28′ 10'',49.7513888888889,31.4694444444444
511,Horodyshche Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 17′ 25'',E 31° 26′ 37'',49.2902777777778,31.4436111111111
512,Korsun-Shevchenkivskyy Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 25′ 9'',E 31° 15′ 6'',49.4191666666667,31.2516666666667
513,Khrystynivka Raion,Cherkasy,Ukraine,historical second-order administrative division,N 48° 48′ 45'',E 29° 58′ 7'',48.8125,29.9686111111111
514,Katerinopil Raion,Cherkasy,Ukraine,historical second-order administrative division,N 48° 56′ 45'',E 30° 58′ 18'',48.9458333333333,30.9716666666667
515,Lysianka Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 15′ 4'',E 30° 49′ 34'',49.2511111111111,30.8261111111111
516,Drabiv Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 57′ 42'',E 32° 9′ 7'',49.9616666666667,32.1519444444444
517,Chyhyryn Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 4′ 47'',E 32° 39′ 37'',49.0797222222222,32.6602777777778
518,Chornobay Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 40′ 12'',E 32° 19′ 25'',49.67,32.3236111111111
519,Monastyryshche Raion,Cherkasy,Ukraine,historical second-order administrative division,N 48° 59′ 41'',E 29° 48′ 27'',48.9947222222222,29.8075
520,Mankivka Raion,Cherkasy,Ukraine,historical second-order administrative division,N 48° 57′ 49'',E 30° 20′ 11'',48.9636111111111,30.3363888888889
521,Smila Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 13′ 58'',E 31° 53′ 0'',49.2327777777778,31.8833333333333
522,Shramkovka,Cherkasy,Ukraine,seat of a third-order administrative division,N 50° 8′ 15'',E 32° 7′ 32'',50.1375,32.1255555555556
523,Shpola Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 0′ 48'',E 31° 23′ 37'',49.0133333333333,31.3936111111111
524,Bahacheve,Cherkasy,Ukraine,populated place,N 49° 0′ 43'',E 31° 2′ 47'',49.0119444444444,31.0463888888889
525,Uman Raion,Cherkasy,Ukraine,second-order administrative division,N 48° 45′ 1'',E 30° 13′ 10'',48.7502777777778,30.2194444444444
526,Talne Raion,Cherkasy,Ukraine,historical second-order administrative division,N 48° 53′ 18'',E 30° 41′ 50'',48.8883333333333,30.6972222222222
527,Zvenyhorodka Raion,Cherkasy,Ukraine,second-order administrative division,N 49° 4′ 35'',E 30° 57′ 42'',49.0763888888889,30.9616666666667
528,Zolotonosha Raion,Cherkasy,Ukraine,second-order administrative division,N 49° 40′ 8'',E 32° 2′ 15'',49.6688888888889,32.0375
529,Zhashkiv Raion,Cherkasy,Ukraine,historical second-order administrative division,N 49° 14′ 45'',E 30° 5′ 51'',49.2458333333333,30.0975
530,Zhashkiv,Cherkasy,Ukraine,populated place,N 49° 14′ 45'',E 30° 5′ 56'',49.2458333333333,30.0988888888889
531,Dzendzelivka,Cherkasy,Ukraine,populated place,N 48° 57′ 43'',E 30° 15′ 3'',48.9619444444445,30.2508333333333
532,Petropavlivka,Cherkasy,Ukraine,populated place,N 49° 14′ 29'',E 31° 21′ 12'',49.2413888888889,31.3533333333333
533,Moshny,Cherkasy,Ukraine,populated place,N 49° 31′ 39'',E 31° 44′ 13'',49.5275,31.7369444444444
534,Mliiv,Cherkasy,Ukraine,populated place,N 49° 20′ 12'',E 31° 31′ 1'',49.3366666666667,31.5169444444444
535,Tin'ki,Cherkasy,Ukraine,populated place,N 49° 11′ 19'',E 32° 37′ 34'',49.1886111111111,32.6261111111111
536,Boykovshchina,Cherkasy,Ukraine,populated place,N 49° 54′ 37'',E 32° 15′ 0'',49.9102777777778,32.25
537,Babanka,Cherkasy,Ukraine,populated place,N 48° 42′ 37'',E 30° 26′ 23'',48.7102777777778,30.4397222222222
538,Buky,Cherkasy,Ukraine,populated place,N 49° 5′ 21'',E 30° 24′ 32'',49.0891666666667,30.4088888888889
539,Pershe Travnya,Cherkasy,Ukraine,populated place,N 50° 5′ 58'',E 32° 16′ 50'',50.0994444444444,32.2805555555556
540,Rodnykivka,Cherkasy,Ukraine,populated place,N 48° 47′ 53'',E 30° 13′ 46'',48.7980555555556,30.2294444444444
541,Monastyryshche,Cherkasy,Ukraine,populated place,N 48° 59′ 41'',E 29° 48′ 35'',48.9947222222222,29.8097222222222
542,Syhnaivka,Cherkasy,Ukraine,populated place,N 49° 2′ 58'',E 31° 29′ 34'',49.0494444444444,31.4927777777778
543,Shenderivka,Cherkasy,Ukraine,populated place,N 49° 20′ 28'',E 31° 1′ 39'',49.3411111111111,31.0275
544,Pomynyk,Cherkasy,Ukraine,populated place,N 48° 54′ 6'',E 30° 17′ 18'',48.9016666666667,30.2883333333333
545,Verkhnyachka,Cherkasy,Ukraine,populated place,N 48° 49′ 42'',E 30° 2′ 11'',48.8283333333333,30.0363888888889
546,Veremiyevka,Cherkasy,Ukraine,populated place,N 49° 23′ 57'',E 32° 35′ 26'',49.3991666666667,32.5905555555556
547,Zolotonoshka,Cherkasy,Ukraine,populated place,N 50° 1′ 34'',E 32° 5′ 49'',50.0261111111111,32.0969444444444
548,Zhuravka,Cherkasy,Ukraine,populated place,N 48° 55′ 56'',E 31° 37′ 38'',48.9322222222222,31.6272222222222
549,Yurkivka,Cherkasy,Ukraine,populated place,N 49° 0′ 38'',E 31° 5′ 16'',49.0105555555556,31.0877777777778
550,Córdoba,Córdoba,Argentina,seat of a first-order administrative division,S 31° 24′ 23'',W 64° 11′ 18'',-31.4063888888889,-64.1883333333333
551,Cordoba,Córdoba,Argentina,first-order administrative division,S 32° 0′ 0'',W 64° 0′ 0'',-32,-64
552,Río Cuarto,Córdoba,Argentina,seat of a second-order administrative division,S 33° 7′ 49'',W 64° 21′ 9'',-33.1302777777778,-64.3525
553,Villa Carlos Paz,Córdoba,Argentina,populated place,S 31° 25′ 5'',W 64° 29′ 24'',-31.4180555555556,-64.49
554,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,Córdoba,Argentina,airport,S 31° 19′ 25'',W 64° 12′ 28'',-31.3236111111111,-64.2077777777778
555,Río Tercero,Córdoba,Argentina,populated place,S 32° 10′ 36'',W 64° 6′ 46'',-32.1766666666667,-64.1127777777778
556,Villa María,Córdoba,Argentina,seat of a second-order administrative division,S 32° 24′ 27'',W 63° 14′ 24'',-32.4075,-63.24
557,La Cumbre Airport,Córdoba,Argentina,airport,S 31° 0′ 20'',W 64° 31′ 54'',-31.0055555555556,-64.5316666666667
558,Villa Dolores Aerodrome,Córdoba,Argentina,airport,S 31° 56′ 42'',W 65° 8′ 46'',-31.945,-65.1461111111111
559,San Francisco,Córdoba,Argentina,seat of a second-order administrative division,S 31° 25′ 29'',W 62° 5′ 2'',-31.4247222222222,-62.0838888888889
560,Rio Cuarto Airport,Córdoba,Argentina,airport,S 33° 5′ 6'',W 64° 15′ 40'',-33.085,-64.2611111111111
561,Departamento de Marcos Juárez,Córdoba,Argentina,second-order administrative division,S 33° 0′ 0'',W 62° 15′ 0'',-33,-62.25
562,Marcos Juárez Airport,Córdoba,Argentina,airport,S 32° 41′ 0'',W 62° 9′ 0'',-32.6833333333333,-62.15
563,Laguna Mar Chiquita,Córdoba,Argentina,lake,S 30° 40′ 22'',W 62° 32′ 9'',-30.6727777777778,-62.5358333333333
564,Embalse,Córdoba,Argentina,populated place,S 32° 12′ 24'',W 64° 24′ 2'',-32.2066666666667,-64.4005555555556
565,Departamento de Cruz del Eje,Córdoba,Argentina,second-order administrative division,S 30° 45′ 0'',W 65° 0′ 0'',-30.75,-65
