,name,search_name,country,feature_class,lat,long,latitude,longitude
203,Stary Oskol,Belgorod,Russia,seat of a second-order administrative division,N 51° 18′ 9'',E 37° 50′ 46'',51.3025,37.8461111111111
204,Belgorod International Airport,Belgorod,Russia,airport,N 50° 38′ 37'',E 36° 35′ 24'',50.6436111111111,36.59
205,Alexeyevka,Belgorod,Russia,populated place,N 50° 37′ 51'',E 38° 41′ 25'',50.6308333333333,38.6902777777778
206,Prokhorovka,Belgorod,Russia,seat of a second-order administrative division,N 51° 2′ 9'',E 36° 43′ 53'',51.0358333333333,36.7313888888889
207,Shebekino,Belgorod,Russia,seat of a second-order administrative division,N 50° 24′ 48'',E 36° 55′ 31'',50.4133333333333,36.9252777777778
208,Valuyki,Belgorod,Russia,seat of a second-order administrative division,N 50° 11′ 47'',E 38° 7′ 0'',50.1963888888889,38.1166666666667
209,Borisovka,Belgorod,Russia,seat of a second-order administrative division,N 50° 35′ 58'',E 36° 1′ 1'',50.5994444444444,36.0169444444444
210,Chernyanka,Belgorod,Russia,seat of a second-order administrative division,N 50° 56′ 17'',E 37° 48′ 54'',50.9380555555556,37.815
211,Novy Oskol,Belgorod,Russia,populated place,N 50° 45′ 47'',E 37° 51′ 50'',50.7630555555556,37.8638888888889
212,Belgorod Urban District,Belgorod,Russia,second-order administrative division,N 50° 35′ 5'',E 36° 37′ 57'',50.5847222222222,36.6325
213,Urochishche Novopavlovka,Belgorod,Russia,area,N 50° 50′ 20'',E 36° 5′ 44'',50.8388888888889,36.0955555555556
214,Urochishche Krasnyy Vzliv,Belgorod,Russia,area,N 50° 55′ 17'',E 36° 8′ 50'',50.9213888888889,36.1472222222222
215,Urochishche Dolgoye,Belgorod,Russia,area,N 50° 55′ 41'',E 36° 10′ 50'',50.9280555555556,36.1805555555556
216,Urochishche Cheremkhov Tretiy,Belgorod,Russia,area,N 49° 57′ 58'',E 39° 10′ 15'',49.9661111111111,39.1708333333333
217,Urochishche Ivanovskiy Vyselok,Belgorod,Russia,area,N 50° 58′ 33'',E 36° 37′ 50'',50.9758333333333,36.6305555555556
218,Urochishche Kalinina,Belgorod,Russia,area,N 50° 39′ 26'',E 36° 48′ 16'',50.6572222222222,36.8044444444444
219,Grayvoronsky District,Belgorod,Russia,second-order administrative division,N 50° 33′ 34'',E 35° 38′ 30'',50.5594444444444,35.6416666666667
220,Krasnensky District,Belgorod,Russia,second-order administrative division,N 50° 55′ 0'',E 38° 35′ 0'',50.9166666666667,38.5833333333333
221,Krasnoyaruzhsky District,Belgorod,Russia,second-order administrative division,N 50° 49′ 2'',E 35° 32′ 34'',50.8172222222222,35.5427777777778
222,Borisovsky District,Belgorod,Russia,second-order administrative division,N 50° 35′ 13'',E 36° 0′ 34'',50.5869444444445,36.0094444444445
223,Gubkinsky Urban Okrug,Belgorod,Russia,second-order administrative division,N 51° 10′ 0'',E 37° 25′ 0'',51.1666666666667,37.4166666666667
224,Ivnyansky District,Belgorod,Russia,second-order administrative division,N 51° 0′ 37'',E 36° 14′ 5'',51.0102777777778,36.2347222222222
225,Alexeyevsky District,Belgorod,Russia,second-order administrative division,N 50° 32′ 27'',E 38° 47′ 35'',50.5408333333333,38.7930555555556
226,Chernyansky District,Belgorod,Russia,second-order administrative division,N 50° 59′ 15'',E 37° 49′ 24'',50.9875,37.8233333333333
227,Belgorodsky District,Belgorod,Russia,second-order administrative division,N 50° 31′ 10'',E 36° 31′ 16'',50.5194444444444,36.5211111111111
228,Prokhorovsky District,Belgorod,Russia,second-order administrative division,N 51° 0′ 16'',E 36° 44′ 55'',51.0044444444444,36.7486111111111
229,Rakityansky District,Belgorod,Russia,second-order administrative division,N 50° 51′ 46'',E 35° 54′ 9'',50.8627777777778,35.9025
230,Rakitnoye,Belgorod,Russia,seat of a second-order administrative division,N 50° 50′ 26'',E 35° 51′ 7'',50.8405555555556,35.8519444444445
231,Shebekinsky District,Belgorod,Russia,second-order administrative division,N 50° 29′ 31'',E 37° 4′ 19'',50.4919444444444,37.0719444444445
232,Volokonovsky District,Belgorod,Russia,second-order administrative division,N 50° 28′ 18'',E 37° 48′ 22'',50.4716666666667,37.8061111111111
233,Volokonovka,Belgorod,Russia,seat of a second-order administrative division,N 50° 29′ 6'',E 37° 51′ 39'',50.485,37.8608333333333
234,Veydelevsky District,Belgorod,Russia,second-order administrative division,N 50° 10′ 0'',E 38° 35′ 0'',50.1666666666667,38.5833333333333
235,Valuysky District,Belgorod,Russia,second-order administrative division,N 50° 11′ 22'',E 38° 2′ 51'',50.1894444444444,38.0475
236,Stroitel,Belgorod,Russia,seat of a second-order administrative division,N 50° 47′ 17'',E 36° 28′ 39'',50.7880555555556,36.4775
237,Yakovlevsky District,Belgorod,Russia,second-order administrative division,N 50° 47′ 55'',E 36° 22′ 49'',50.7986111111111,36.3802777777778
238,Korochansky District,Belgorod,Russia,second-order administrative division,N 50° 49′ 43'',E 37° 10′ 11'',50.8286111111111,37.1697222222222
239,Korocha,Belgorod,Russia,seat of a second-order administrative division,N 50° 48′ 39'',E 37° 11′ 45'',50.8108333333333,37.1958333333333
240,Krasnoye,Belgorod,Russia,seat of a second-order administrative division,N 50° 55′ 58'',E 38° 40′ 52'',50.9327777777778,38.6811111111111
241,Biryuch,Belgorod,Russia,populated place,N 50° 38′ 57'',E 38° 24′ 12'',50.6491666666667,38.4033333333333
242,Krasnogvardeyskiy Rayon,Belgorod,Russia,second-order administrative division,N 50° 36′ 28'',E 38° 20′ 2'',50.6077777777778,38.3338888888889
243,Stary Oskol Airport,Belgorod,Russia,airport,N 51° 19′ 47'',E 37° 46′ 10'',51.3297222222222,37.7694444444444
244,Alekseevsky District and City,Belgorod,Russia,second-order administrative division,N 50° 34′ 47'',E 38° 50′ 1'',50.5797222222222,38.8336111111111
245,Gorodskoy Okrug Gubkin,Belgorod,Russia,second-order administrative division,N 51° 17′ 1'',E 37° 32′ 4'',51.2836111111111,37.5344444444444
246,Gorodskoy Okrug Staryy Oskol,Belgorod,Russia,second-order administrative division,N 51° 18′ 53'',E 37° 51′ 9'',51.3147222222222,37.8525
247,Gorodskoy Okrug Valuyki,Belgorod,Russia,second-order administrative division,N 50° 11′ 49'',E 38° 7′ 12'',50.1969444444444,38.12
248,Gorodskoy Okrug Alekseyevka,Belgorod,Russia,second-order administrative division,N 50° 37′ 57'',E 38° 40′ 32'',50.6325,38.6755555555556
249,Novooskolsky District,Belgorod,Russia,second-order administrative division,N 50° 44′ 12'',E 37° 48′ 48'',50.7366666666667,37.8133333333333
250,Bihar,Bihar,India,first-order administrative division,N 25° 45′ 0'',E 85° 45′ 0'',25.75,85.75
251,Patna,Bihar,India,seat of a first-order administrative division,N 25° 35′ 38'',E 85° 8′ 8'',25.5938888888889,85.1355555555556
252,Saharsa,Bihar,India,populated place,N 25° 52′ 29'',E 86° 35′ 46'',25.8747222222222,86.5961111111111
253,Bettiah,Bihar,India,populated place,N 26° 48′ 8'',E 84° 30′ 11'',26.8022222222222,84.5030555555556
254,Begusarai,Bihar,India,seat of a second-order administrative division,N 25° 25′ 6'',E 86° 8′ 2'',25.4183333333333,86.1338888888889
255,Muzaffarpur,Bihar,India,populated place,N 26° 7′ 21'',E 85° 23′ 26'',26.1225,85.3905555555556
256,Purnia,Bihar,India,seat of a second-order administrative division,N 25° 46′ 44'',E 87° 28′ 27'',25.7788888888889,87.4741666666667
257,Darbhanga,Bihar,India,populated place,N 26° 9′ 7'',E 85° 53′ 49'',26.1519444444444,85.8969444444445
258,Chāpra,Bihar,India,populated place,N 25° 46′ 49'',E 84° 44′ 49'',25.7802777777778,84.7469444444445
259,Arrah,Bihar,India,populated place,N 25° 33′ 22'',E 84° 39′ 48'',25.5561111111111,84.6633333333333
260,Bihār Sharīf,Bihar,India,populated place,N 25° 12′ 3'',E 85° 31′ 26'',25.2008333333333,85.5238888888889
261,Hājīpur,Bihar,India,populated place,N 25° 41′ 7'',E 85° 12′ 35'',25.6852777777778,85.2097222222222
262,Kishanganj,Bihar,India,populated place,N 26° 6′ 8'',E 87° 57′ 19'',26.1022222222222,87.9552777777778
263,Kharagpur,Bihar,India,populated place,N 25° 7′ 28'',E 86° 33′ 20'',25.1244444444444,86.5555555555556
264,Siwān,Bihar,India,populated place,N 26° 13′ 15'',E 84° 21′ 21'',26.2208333333333,84.3558333333333
265,Sasarām,Bihar,India,populated place,N 24° 56′ 57'',E 84° 0′ 59'',24.9491666666667,84.0163888888889
266,Buxar,Bihar,India,populated place,N 25° 34′ 31'',E 83° 58′ 49'',25.5752777777778,83.9802777777778
267,Bhagalpur,Bihar,India,populated place,N 25° 14′ 40'',E 86° 58′ 18'',25.2444444444444,86.9716666666667
268,Bagaha,Bihar,India,populated place,N 27° 5′ 57'',E 84° 5′ 24'',27.0991666666667,84.09
269,Munger,Bihar,India,populated place,N 25° 22′ 28'',E 86° 28′ 28'',25.3744444444444,86.4744444444444
270,Mothīhāri,Bihar,India,populated place,N 26° 38′ 55'',E 84° 54′ 59'',26.6486111111111,84.9163888888889
271,Dumraon,Bihar,India,populated place,N 25° 33′ 9'',E 84° 9′ 5'',25.5525,84.1513888888889
272,Jhajha,Bihar,India,populated place,N 24° 46′ 15'',E 86° 22′ 44'',24.7708333333333,86.3788888888889
273,Gaya,Bihar,India,populated place,N 24° 47′ 48'',E 85° 0′ 13'',24.7966666666667,85.0036111111111
274,Aurangābād,Bihar,India,populated place,N 24° 45′ 7'',E 84° 22′ 27'',24.7519444444444,84.3741666666667
275,Arāria,Bihar,India,populated place,N 26° 8′ 57'',E 87° 30′ 47'',26.1491666666667,87.5130555555556
276,Raxaul,Bihar,India,populated place,N 26° 58′ 47'',E 84° 51′ 2'',26.9797222222222,84.8505555555555
277,Marhaura,Bihar,India,populated place,N 25° 58′ 24'',E 84° 52′ 4'',25.9733333333333,84.8677777777778
278,Dinapore,Bihar,India,populated place,N 25° 38′ 13'',E 85° 2′ 52'',25.6369444444444,85.0477777777778
279,Hisua,Bihar,India,populated place,N 24° 50′ 1'',E 85° 25′ 2'',24.8336111111111,85.4172222222222
280,Bodh Gaya,Bihar,India,populated place,N 24° 41′ 53'',E 84° 59′ 12'',24.6980555555556,84.9866666666667
281,Maner,Bihar,India,populated place,N 25° 38′ 45'',E 84° 52′ 22'',25.6458333333333,84.8727777777778
282,Bangaon,Bihar,India,populated place,N 25° 52′ 2'',E 86° 30′ 41'',25.8672222222222,86.5113888888889
283,Bagaha,Bihar,India,populated place,N 24° 31′ 44'',E 85° 3′ 36'',24.5288888888889,85.06
284,Madhubani,Bihar,India,populated place,N 26° 21′ 13'',E 86° 4′ 18'',26.3536111111111,86.0716666666667
285,Luckeesarai,Bihar,India,populated place,N 25° 10′ 35'',E 86° 5′ 40'',25.1763888888889,86.0944444444444
286,Nawāda,Bihar,India,populated place,N 24° 53′ 12'',E 85° 32′ 37'',24.8866666666667,85.5436111111111
287,Jamūī,Bihar,India,populated place,N 24° 55′ 33'',E 86° 13′ 31'',24.9258333333333,86.2252777777778
288,Jamālpur,Bihar,India,seat of a third-order administrative division,N 25° 18′ 45'',E 86° 29′ 20'',25.3125,86.4888888888889
289,Gaya District,Bihar,India,second-order administrative division,N 24° 45′ 0'',E 85° 0′ 0'',24.75,85
290,Katihar,Bihar,India,populated place,N 25° 32′ 18'',E 87° 34′ 13'',25.5383333333333,87.5702777777778
291,Sītāmarhi,Bihar,India,populated place,N 26° 35′ 36'',E 85° 29′ 26'',26.5933333333333,85.4905555555556
292,Samāstipur,Bihar,India,populated place,N 25° 51′ 44'',E 85° 46′ 46'',25.8622222222222,85.7794444444444
293,Sagauli,Bihar,India,populated place,N 26° 45′ 50'',E 84° 44′ 36'',26.7638888888889,84.7433333333333
294,Bhabhua,Bihar,India,populated place,N 25° 2′ 25'',E 83° 36′ 27'',25.0402777777778,83.6075
295,Belsand,Bihar,India,populated place,N 26° 26′ 37'',E 85° 24′ 2'',26.4436111111111,85.4005555555556
296,Bāruni,Bihar,India,populated place,N 25° 28′ 30'',E 85° 58′ 5'',25.475,85.9680555555556
297,Madhepura,Bihar,India,populated place,N 25° 55′ 16'',E 86° 47′ 33'',25.9211111111111,86.7925
298,Naugachhia,Bihar,India,populated place,N 25° 23′ 17'',E 87° 5′ 56'',25.3880555555556,87.0988888888889
299,Forbesganj,Bihar,India,populated place,N 26° 18′ 9'',E 87° 15′ 56'',26.3025,87.2655555555556
300,Bryansk,Bryansk,Russia,seat of a first-order administrative division,N 53° 16′ 15'',E 34° 19′ 17'',53.2708333333333,34.3213888888889
301,Bryansk Oblast,Bryansk,Russia,first-order administrative division,N 52° 54′ 30'',E 33° 25′ 30'',52.9083333333333,33.425
302,Klintsy,Bryansk,Russia,seat of a second-order administrative division,N 52° 45′ 37'',E 32° 14′ 20'',52.7602777777778,32.2388888888889
303,Novozybkov,Bryansk,Russia,seat of a second-order administrative division,N 52° 32′ 13'',E 31° 56′ 11'',52.5369444444444,31.9363888888889
304,Brjansk,Bryansk,Russia,airport,N 53° 12′ 51'',E 34° 10′ 35'',53.2141666666667,34.1763888888889
305,Surazh,Bryansk,Russia,populated place,N 53° 1′ 2'',E 32° 23′ 30'',53.0172222222222,32.3916666666667
306,Gorodskoy Okrug Bryansk,Bryansk,Russia,second-order administrative division,N 53° 16′ 56'',E 34° 21′ 19'',53.2822222222222,34.3552777777778
307,Urochishche Kamenka,Bryansk,Russia,area,N 52° 17′ 13'',E 32° 3′ 5'',52.2869444444444,32.0513888888889
308,Urochishche Kiryushkin,Bryansk,Russia,area,N 52° 24′ 23'',E 32° 31′ 8'',52.4063888888889,32.5188888888889
309,Urochishche Krasnyy Bor,Bryansk,Russia,area,N 52° 26′ 46'',E 32° 54′ 0'',52.4461111111111,32.9
310,Urochishche Gromovshchina,Bryansk,Russia,area,N 52° 30′ 39'',E 32° 46′ 9'',52.5108333333333,32.7691666666667
311,Urochishche Lipenka,Bryansk,Russia,area,N 52° 36′ 20'',E 33° 17′ 21'',52.6055555555556,33.2891666666667
312,Urochishche Selino,Bryansk,Russia,area,N 52° 35′ 37'',E 33° 36′ 12'',52.5936111111111,33.6033333333333
313,Urochishche Shchetinino,Bryansk,Russia,area,N 52° 39′ 43'',E 33° 44′ 42'',52.6619444444444,33.745
314,Urochishche Novyy Dvor,Bryansk,Russia,area,N 52° 31′ 49'',E 33° 52′ 50'',52.5302777777778,33.8805555555556
315,Urochishche Buki,Bryansk,Russia,area,N 52° 37′ 10'',E 33° 45′ 49'',52.6194444444445,33.7636111111111
316,Urochishche Krasnyy Klin,Bryansk,Russia,area,N 53° 0′ 30'',E 31° 19′ 4'',53.0083333333333,31.3177777777778
317,Urochishche Krasnaya Roshcha,Bryansk,Russia,area,N 53° 0′ 22'',E 31° 22′ 43'',53.0061111111111,31.3786111111111
318,Urochishche Bykov,Bryansk,Russia,area,N 53° 4′ 23'',E 32° 29′ 27'',53.0730555555556,32.4908333333333
319,Urochishche Chausy,Bryansk,Russia,area,N 52° 6′ 35'',E 32° 4′ 47'',52.1097222222222,32.0797222222222
320,Urochishche Krucha,Bryansk,Russia,area,N 52° 13′ 8'',E 32° 5′ 55'',52.2188888888889,32.0986111111111
321,Gordeyevsky District,Bryansk,Russia,second-order administrative division,N 52° 58′ 25'',E 31° 53′ 55'',52.9736111111111,31.8986111111111
322,Zhiryatinsky District,Bryansk,Russia,second-order administrative division,N 53° 13′ 53'',E 33° 36′ 23'',53.2313888888889,33.6063888888889
323,Zlynkovsky District,Bryansk,Russia,second-order administrative division,N 52° 21′ 18'',E 31° 48′ 29'',52.355,31.8080555555556
324,Urochishche Pervoye Maya,Bryansk,Russia,area,N 52° 39′ 49'',E 34° 46′ 58'',52.6636111111111,34.7827777777778
325,Urochishche Chistoye Pole,Bryansk,Russia,area,N 52° 28′ 41'',E 34° 43′ 21'',52.4780555555556,34.7225
326,Urochishche Alekseyevskiy,Bryansk,Russia,area,N 52° 12′ 33'',E 34° 37′ 5'',52.2091666666667,34.6180555555556
327,Urochishche Postel’nikovskiy,Bryansk,Russia,area,N 52° 7′ 22'',E 34° 37′ 48'',52.1227777777778,34.63
328,Urochishche Bereznyak,Bryansk,Russia,area,N 52° 2′ 7'',E 34° 26′ 9'',52.0352777777778,34.4358333333333
329,Urochishche Budlyanka,Bryansk,Russia,area,N 52° 3′ 19'',E 34° 27′ 33'',52.0552777777778,34.4591666666667
330,Urochishche Gorartel’,Bryansk,Russia,area,N 52° 5′ 3'',E 34° 27′ 37'',52.0841666666667,34.4602777777778
331,Urochishche Bereza,Bryansk,Russia,area,N 52° 6′ 24'',E 34° 17′ 9'',52.1066666666667,34.2858333333333
332,Urochishche Vesëlyy,Bryansk,Russia,area,N 52° 13′ 0'',E 34° 1′ 24'',52.2166666666667,34.0233333333333
333,Urochishche Gubanovskoye,Bryansk,Russia,area,N 52° 3′ 54'',E 34° 14′ 18'',52.065,34.2383333333333
334,Urochishche Melichi,Bryansk,Russia,area,N 52° 24′ 19'',E 33° 36′ 13'',52.4052777777778,33.6036111111111
335,Ozero Maloye Zherino,Bryansk,Russia,lake,N 52° 29′ 13'',E 33° 41′ 33'',52.4869444444445,33.6925
336,Bryanskiy Rayon,Bryansk,Russia,second-order administrative division,N 53° 20′ 53'',E 34° 21′ 51'',53.3480555555556,34.3641666666667
337,Brasovsky District,Bryansk,Russia,second-order administrative division,N 52° 39′ 32'',E 34° 44′ 45'',52.6588888888889,34.7458333333333
338,Urochishche Igryanov,Bryansk,Russia,area,N 52° 18′ 40'',E 32° 7′ 19'',52.3111111111111,32.1219444444444
339,Urochishche Kalinina,Bryansk,Russia,area,N 53° 10′ 12'',E 32° 26′ 57'',53.17,32.4491666666667
340,Urochishche Lyupin,Bryansk,Russia,area,N 52° 26′ 40'',E 32° 21′ 52'',52.4444444444444,32.3644444444444
341,Urochishche Lyakhovo,Bryansk,Russia,area,N 52° 28′ 19'',E 33° 53′ 8'',52.4719444444444,33.8855555555556
342,Dubrovsky District,Bryansk,Russia,second-order administrative division,N 53° 39′ 58'',E 33° 24′ 50'',53.6661111111111,33.4138888888889
343,Urochishche Dobrylevo,Bryansk,Russia,area,N 52° 21′ 14'',E 33° 31′ 31'',52.3538888888889,33.5252777777778
344,Urochishche Chernyavka,Bryansk,Russia,area,N 52° 17′ 0'',E 31° 43′ 0'',52.2833333333333,31.7166666666667
345,Urochishche Galchinskiy,Bryansk,Russia,area,N 52° 15′ 40'',E 34° 35′ 43'',52.2611111111111,34.5952777777778
346,Urochishche Mostishche,Bryansk,Russia,area,N 52° 17′ 27'',E 32° 9′ 10'',52.2908333333333,32.1527777777778
347,Belyye Berega,Bryansk,Russia,populated place,N 53° 12′ 30'',E 34° 39′ 50'',53.2083333333333,34.6638888888889
348,Pochepsky District,Bryansk,Russia,second-order administrative division,N 52° 54′ 53'',E 33° 29′ 57'',52.9147222222222,33.4991666666667
349,Urochishche Pesochnya,Bryansk,Russia,area,N 52° 22′ 33'',E 32° 6′ 4'',52.3758333333333,32.1011111111111
350,Buenos Aires,Buenos Aires,Argentina,capital of a political entity,S 34° 36′ 47'',W 58° 22′ 38'',-34.6130555555556,-58.3772222222222
351,Greater Buenos Aires,Buenos Aires,Argentina,region,S 34° 37′ 4'',W 58° 28′ 38'',-34.6177777777778,-58.4772222222222
352,Mar del Plata,Buenos Aires,Argentina,seat of a second-order administrative division,S 38° 0′ 1'',W 57° 33′ 22'',-38.0002777777778,-57.5561111111111
